dt,x_id,x_center,x_lo,x_hi,n,median_dx,median_lo,median_hi,ppos,ppos_lo,ppos_hi
3,18,-8.301,-8.478,-8.124,1189,-0.2217395121834666,-0.27853101968945454,-0.1856857903994591,0.3104812129202373,0.27958487420651096,0.33790093712316405
3,19,-7.8125,-8.124,-7.501,1180,-0.234350654712319,-0.2686665634330758,-0.1829584250489899,0.33864947404139817,0.31277534777449567,0.371808121050488
3,20,-5.2645,-7.501,-3.028,1146,-0.1534146046932756,-0.194877743042011,-0.11086070881634183,0.3670212765957447,0.33932228327445096,0.3935445457413384
4,1,-11.2845,-11.825999999999999,-10.743,1113,0.42563580167816,0.3770582598519976,0.4601322374234282,0.8501135503406512,0.821269742196608,0.8751402852070901
4,2,-10.6405,-10.743,-10.538,847,0.474103470654363,0.4397344774226919,0.5061504528829437,0.790899241603467,0.7566622485576173,0.82055779513223
4,3,-10.4515,-10.538,-10.365,928,0.304261339236044,0.27684843022614014,0.3346235506154913,0.7557289127254998,0.7277055601259447,0.7868634640053704
4,4,-10.293,-10.365,-10.221,961,0.2533489088261813,0.222959522207461,0.2979563608877181,0.7143527204502814,0.6812626988008027,0.7502620089095112
4,5,-10.161000000000001,-10.221,-10.101,1009,0.0841985350248553,0.04368903191354364,0.13328834843752593,0.5765062852188991,0.5429933440770012,0.6073576300204888
4,6,-10.0475,-10.101,-9.994,979,0.0465424994983418,-0.013325866512076862,0.08288467387173296,0.5188319932289462,0.48388338077120846,0.5521360674143835
4,7,-9.9415,-9.994,-9.889,962,0.006410876106516,-0.04439757490699328,0.0410472084209452,0.5056867891513561,0.46782684739357944,0.5368211331982562
4,8,-9.834,-9.889,-9.779,894,0.0432461553506122,-0.0006819915740976,0.07583398851126234,0.5364459266317294,0.4950327443361054,0.5700501315526245
4,9,-9.7265,-9.779,-9.674,848,-0.0457622639890615,-0.10391698484426065,0.0012193892359236343,0.46749869994799786,0.4317494499583752,0.49963992807010277
4,10,-9.621500000000001,-9.674,-9.569,814,-0.0932246814457773,-0.13392550480745702,-0.0573441225530029,0.43499458288190673,0.3995525801425586,0.4692926588402984
4,11,-9.5135,-9.569,-9.458,802,-0.0436298954042886,-0.096014276404075,-0.0144791439618536,0.4562780269058297,0.4222881296587354,0.4891115258571557
4,12,-9.3975,-9.458,-9.337,777,-0.0842251734329053,-0.1253431565481175,-0.033267907003835674,0.44110718492343926,0.408086014649767,0.4795914795094869
4,13,-9.272,-9.337,-9.207,780,-0.0572721271779439,-0.10231128896072057,-0.0026068134622833014,0.4601262191623638,0.4232732446891596,0.4952457420527315
4,14,-9.136,-9.207,-9.065,778,-0.0485092617992304,-0.07680964671042959,0.019030440026134427,0.46860465116279076,0.4333838718847721,0.5078876481735023
4,15,-8.9845,-9.065,-8.904,754,-0.0439304448055466,-0.0875175700017703,-0.0021785821405746,0.4610011641443539,0.42657845367031333,0.4944519762734591
4,16,-8.812000000000001,-8.904,-8.72,781,-0.0905986434003764,-0.1289614878108356,-0.0563206962438354,0.41792717086834735,0.3826775675222707,0.45217820582856333
4,17,-8.599,-8.72,-8.478,810,-0.101093186383073,-0.1329137145908436,-0.053665733380509346,0.41491085899513774,0.38424843103761136,0.4510938955036832
4,18,-8.301,-8.478,-8.124,784,-0.1096009480135169,-0.15095586954495682,-0.07538084346289833,0.3968521641371557,0.3576801197294876,0.4279143194735569
4,19,-7.8125,-8.124,-7.501,807,-0.1393512359634279,-0.17358716150108758,-0.10225036809012392,0.387609649122807,0.35341620038611304,0.41799937352140176
4,20,-5.2645,-7.501,-3.028,812,-0.1482016955620784,-0.17982184806924884,-0.1087906968271728,0.3754116355653129,0.33478348449102197,0.40796607271671215
5,1,-11.2845,-11.825999999999999,-10.743,740,0.6954352016541936,0.6694872799021433,0.7386375996494063,0.9970255800118977,0.9909664395087876,1.0
5,2,-10.6405,-10.743,-10.538,377,0.6499968691793132,0.5972221201851965,0.7044024385032955,0.944168734491315,0.9185707685937132,0.966401915409708
5,3,-10.4515,-10.538,-10.365,367,0.4558623379365762,0.41982397546376454,0.4911825154340441,0.8396349413298565,0.8064935064935063,0.8773553440579466
5,4,-10.293,-10.365,-10.221,336,0.3755655029629619,0.3281473236347825,0.4343456033931687,0.8272327964860907,0.7850544616673648,0.8669590643274855
5,5,-10.161000000000001,-10.221,-10.101,319,0.2864094625574918,0.2538699764752365,0.3549622349854893,0.7707692307692309,0.7147904965293833,0.8137807925314374
