rep,model,intercept,slope,xstar,sse,tau
331,hinge_plateau_smooth,-2.9441869610023756,-0.33427496086964537,-8.53666650705378,18.219393901457636,2.9915492246215902
332,hinge_plateau_smooth,-3.0604623782799267,-0.345474704060472,-8.612620660501394,31.027005983520276,2.8945679328954856
333,hinge_plateau_smooth,-2.5725032028553567,-0.29514526174749584,-8.358912311114276,27.995646356108516,3.388162134398502
334,hinge_plateau_smooth,-3.0766279281501836,-0.3480624308305992,-8.585144956458839,23.70903572352001,2.8730477966658134
335,hinge_plateau_smooth,-3.103628876899453,-0.3516083238823572,-8.54283594274179,18.919347941784068,2.8440737379544654
336,hinge_plateau_smooth,-2.7716797456019546,-0.3161493064166453,-8.412461489122666,25.79478450215716,3.1630624508855476
337,hinge_plateau_smooth,-2.8115622529642987,-0.32018291851202313,-8.405866382219033,30.82929247152401,3.1232147069158818
338,hinge_plateau_smooth,-3.0258073661055054,-0.34322615871507456,-8.471690633947842,19.32467456666568,2.913530844337943
339,hinge_plateau_smooth,-2.876270592317278,-0.32692826391594954,-8.510043631187912,21.745989797827843,3.0587749985944668
340,hinge_plateau_smooth,-2.520683339995224,-0.2882872558400504,-8.390221814031303,21.900633924008744,3.468762422695602
341,hinge_plateau_smooth,-2.822124175771462,-0.3211351341415321,-8.42799673088373,18.88433966471534,3.1139538894528918
342,hinge_plateau_smooth,-3.0621167016736175,-0.34678196584385446,-8.54594990657124,17.404312912715977,2.8836562984658496
343,hinge_plateau_smooth,-2.8003784018344446,-0.3185372978940188,-8.505599220988886,28.477677186737495,3.139349792352141
344,hinge_plateau_smooth,-3.0036598549504987,-0.33983068938175376,-8.553861463483944,24.448117111583535,2.9426418250196216
345,hinge_plateau_smooth,-2.60898015899821,-0.2986781800938246,-8.411600156345813,22.17963363075616,3.348085218966673
346,hinge_plateau_smooth,-2.7173740130250135,-0.3098473851205813,-8.489279757150612,23.58800171471217,3.227395317894442
347,hinge_plateau_smooth,-2.7356398028258924,-0.3122878809265219,-8.34773866510319,19.707143620932825,3.2021735746936963
348,hinge_plateau_smooth,-2.82057741521033,-0.32036663610854293,-8.46414960724309,21.447569425283632,3.1214236667927913
349,hinge_plateau_smooth,-2.688055992526672,-0.3070221882423902,-8.385087940279695,25.101268937972648,3.2570935857264898
350,hinge_plateau_smooth,-2.834950852139308,-0.3226238964081491,-8.493196756065187,27.2114034757415,3.0995844112393565
351,hinge_plateau_smooth,-2.913203654975548,-0.3307338821659262,-8.501412983916357,30.754725305339846,3.0235789373956825
352,hinge_plateau_smooth,-2.8346645151803695,-0.32420044397069014,-8.423195950518517,29.19431941167984,3.0845115069935147
353,hinge_plateau_smooth,-2.658700972404427,-0.30503580981896244,-8.346582233460257,32.691267427263654,3.2783036214452856
354,hinge_plateau_smooth,-2.5813331851905237,-0.294250633333776,-8.427106430574856,30.18778721092938,3.3984633734523673
355,hinge_plateau_smooth,-2.3778990131705897,-0.27421068507540913,-8.309620436127377,33.50890637282362,3.6468309020306617
356,hinge_plateau_smooth,-3.1348345107212388,-0.3534891186154466,-8.624598820909167,31.074991795829423,2.8289413940571086
357,hinge_plateau_smooth,-2.8106434300697996,-0.319468044072784,-8.447355895821895,26.0817820713228,3.1302035322574273
358,hinge_plateau_smooth,-2.9502962643585757,-0.33408800567139946,-8.5298512660001,23.586351724079826,2.993223291540657
359,hinge_plateau_smooth,-3.287053140807102,-0.3698023569367608,-8.657479089075924,27.484021379609658,2.7041471781939133
360,hinge_plateau_smooth,-2.5127417067460627,-0.28703303276858655,-8.32876042700891,14.607692747226887,3.483919569655336
361,hinge_plateau_smooth,-2.5975554285554856,-0.2970598483411076,-8.373007274672826,28.220220635820063,3.366325020309446
362,hinge_plateau_smooth,-2.9536838817227906,-0.3346389932347111,-8.551101222207313,38.51480752617145,2.9882949094895648
363,hinge_plateau_smooth,-2.7574534095855943,-0.3142429700977251,-8.466064135855053,22.64682235660505,3.182250981426933
364,hinge_plateau_smooth,-3.181837937886071,-0.3594015687302611,-8.5827161791496,23.185787569989653,2.782402991542094
365,hinge_plateau_smooth,-2.896480947675932,-0.3286845619942172,-8.51813858696157,22.006525619370628,3.042430693832203
366,hinge_plateau_smooth,-2.661586296989368,-0.3046199954613414,-8.361995958466073,25.193637345577102,3.2827785926709057
367,hinge_plateau_smooth,-3.02955116696638,-0.3437492820019021,-8.544400846023208,21.863520235171194,2.9090969853850246
368,hinge_plateau_smooth,-2.408899252883229,-0.277786888256328,-8.248472578693061,29.54728268861826,3.599881932070348
369,hinge_plateau_smooth,-2.6935158352760307,-0.3077439433008631,-8.397437655780738,23.02304357710888,3.2494546903961616
370,hinge_plateau_smooth,-2.6570355406275254,-0.3045395778752672,-8.371923044213876,23.620152869123267,3.2836454525118515
371,hinge_plateau_smooth,-2.385813489852525,-0.2730456536440365,-8.33112320038523,20.68157740469981,3.6623912032808903
372,hinge_plateau_smooth,-2.620653688154451,-0.29915619220616624,-8.417317246514852,25.863957170183667,3.342735420668949
373,hinge_plateau_smooth,-2.638499660858411,-0.3017197885074627,-8.39454604902037,23.65210936620843,3.3143334911732714
374,hinge_plateau_smooth,-2.52449510698335,-0.28963997163368227,-8.368468731876488,26.812534275062262,3.4525621389879664
375,hinge_plateau_smooth,-3.0861992850294278,-0.3490699253528696,-8.560928297135348,20.118526586492948,2.864755532832325
376,hinge_plateau_smooth,-2.991560003999921,-0.3406817579006579,-8.492433243954181,21.98987072441586,2.935290712840568
377,hinge_plateau_smooth,-2.8429513848028214,-0.32342806506038757,-8.483002188792003,24.01431474148176,3.091877632243476
378,hinge_plateau_smooth,-2.6643374217557905,-0.30484172033092355,-8.356535123568852,20.856048511779317,3.2803908825683092
379,hinge_plateau_smooth,-2.444599138190608,-0.28129959568411494,-8.32010168753904,21.807782359252034,3.554928678685158
380,hinge_plateau_smooth,-2.8115147960898863,-0.3199398000892779,-8.502632105149779,30.219969169786317,3.125588000370551
381,hinge_plateau_smooth,-2.860805786118264,-0.32492146704762265,-8.471484346746296,29.649320596829007,3.077666763868924
382,hinge_plateau_smooth,-2.8773268774784464,-0.3266462362240616,-8.532887506119943,32.18115887014625,3.061415957396963
