rep,model,intercept,slope,xstar,sse,tau
114,hinge_plateau_smooth,-9.209057979420736,-0.7833375968690564,-11.264888814664381,3499.9274890344727,1.2765887964485907
115,hinge_plateau_smooth,-8.95071846442896,-0.762730852653918,-11.215730283916107,2848.6147964317856,1.3110784708924585
116,hinge_plateau_smooth,-8.96237567127873,-0.7637040077088232,-11.21495103685475,3337.8758858463134,1.3094078201842685
117,hinge_plateau_smooth,-8.998414878492138,-0.7665828673121371,-11.218469505911354,3284.386999727327,1.304490411462353
118,hinge_plateau_smooth,-8.964235487869766,-0.7638474282600596,-11.216486016741491,3356.3015067281435,1.30916196481523
119,hinge_plateau_smooth,-8.98897930598077,-0.7657389521626238,-11.219358050647385,3102.8611460279744,1.3059280805498648
120,hinge_plateau_smooth,-8.953008308507258,-0.7627768690783633,-11.21495103685475,3433.7571061823583,1.3109993768010626
121,hinge_plateau_smooth,-8.949828585094856,-0.7624654256235608,-11.217988098415864,3492.648214394879,1.3115348793450907
122,hinge_plateau_smooth,-9.025620537310411,-0.7691368686745556,-11.218469505911354,3676.1881880375386,1.300158711314006
123,hinge_plateau_smooth,-9.00693348361275,-0.7672801113262802,-11.218469505911354,3409.258944910325,1.3033049928421219
124,hinge_plateau_smooth,-8.976137529145463,-0.7646713071748054,-11.21446811286984,3422.8923411560286,1.3077514359661961
125,hinge_plateau_smooth,-8.951090258264596,-0.7626510163406388,-11.218848790373427,3008.059028251084,1.3112157180334092
126,hinge_plateau_smooth,-9.201807772492002,-0.7829270523917147,-11.264829530073728,3422.9347089211396,1.277258202977101
127,hinge_plateau_smooth,-9.269434527058134,-0.7884230960253751,-11.268744361631775,3171.3662900620366,1.2683545231503661
128,hinge_plateau_smooth,-9.005722950289819,-0.7671741515350454,-11.2207400331067,3024.326028119044,1.3034850014160295
129,hinge_plateau_smooth,-9.005446264463655,-0.7672451090528597,-11.218657633667489,3051.4139871104558,1.3033644505527953
130,hinge_plateau_smooth,-8.944982066492075,-0.7621693990206586,-11.21852061999615,3154.087735177611,1.3120442795065497
131,hinge_plateau_smooth,-8.967380569166739,-0.764204832897338,-11.214538553194659,3228.466446349402,1.3085496936844658
132,hinge_plateau_smooth,-8.938269998642276,-0.761722949060643,-11.213638407512962,3720.5990460106805,1.312813275789052
133,hinge_plateau_smooth,-8.991128505442193,-0.7660559165598904,-11.218657633667489,3036.456590800985,1.3053877378699417
134,hinge_plateau_smooth,-8.958640609015283,-0.7633628704031525,-11.216154829988353,3452.192533542091,1.3099929781387887
135,hinge_plateau_smooth,-8.936639917047215,-0.7615367413732678,-11.21495103685475,3386.3639213874803,1.3131342792426732
136,hinge_plateau_smooth,-8.944803036678934,-0.7619804406914945,-11.215730283916107,3221.315145943174,1.3123696444130555
137,hinge_plateau_smooth,-9.000322408719835,-0.7666120146212198,-11.218469505911354,3111.853665305498,1.304440813511247
138,hinge_plateau_smooth,-8.952561727315626,-0.7625481336406055,-11.218469505911354,2953.704541291404,1.311392626752277
139,hinge_plateau_smooth,-8.933258725083137,-0.7610971762691526,-11.214342041236907,3576.282254180726,1.3138926686102463
140,hinge_plateau_smooth,-8.991626646076472,-0.7661778272234182,-11.216817537626813,2939.4893180859817,1.3051800306254477
