subject,time,replica,pair_id,threshold_quantile,xmin_threshold,n_total,n_tail,tail_fraction,pl_alpha_hat,pl_gamma_hat,pl_loglik,pl_mean_loglik_per_clonotype,pl_ks,tln_loglik,tln_mean_loglik_per_clonotype,tln_mu,tln_sigma,delta_loglik_pl_minus_tln,mean_delta_loglik_pl_minus_tln,pl_better
1,4,2,1_4,0.8,1.8095217032022503e-05,59020,14341,0.24298542866824804,3.413082666838902,3.413082666838902,148950.7925988885,10.38636026768625,0.18562164423680358,143695.4633667614,10.019905401768455,-10.505455222683267,0.49118583559751866,5255.329232127115,0.36645486591779614,True
1,4,2,1_4,0.85,2.211637637247195e-05,59020,9546,0.16174178244662826,3.5103320690730575,3.5103320690730575,97763.00668823352,10.241253581419812,0.17944688874921433,93758.02048024224,9.82170757178318,-10.320838538591305,0.5090569178027087,4004.9862079912855,0.41954600963663163,True
1,4,2,1_4,0.9,2.613753571292139e-05,59020,6449,0.1092680447305998,3.475691633304084,3.475691633304084,64842.95637709068,10.054730404262783,0.16715769886804155,61937.695260817665,9.604232479580968,-10.148210599480768,0.5392925148393769,2905.2611162730173,0.4504979246818138,True
1,4,2,1_4,0.95,3.417985439382028e-05,59020,3251,0.05508302270416808,3.242483098009298,3.242483098009298,31357.59747164273,9.645523676297364,0.13195939710858198,29822.40475224785,9.173301984696355,-9.837939898494552,0.6139744566497716,1535.1927193948795,0.4722216916010088,True
1,5,1,1_5,0.7,1.1552966224078033e-05,69167,25554,0.36945364118727136,3.0402688621784897,3.0402688621784897,270655.66249496676,10.591518450926147,0.18916803631525397,262730.6757459535,10.28139139649188,-10.87843685656871,0.5363789892455333,7924.986749013246,0.31012705443426647,True
1,5,1,1_5,0.75,1.3203389970374895e-05,69167,20720,0.2995648213743548,3.1233751853195773,3.1233751853195773,217914.2188730709,10.51709550545709,0.1842181467181467,210955.13281126987,10.181232278536191,-10.764088614223802,0.5345114007069337,6959.086061801034,0.3358632269208993,True
1,5,1,1_5,0.8,1.6504237462968617e-05,69167,13952,0.2017146905316119,3.215597430654003,3.215597430654003,144487.88794343558,10.356069950074223,0.17495699541284404,139212.4588679916,9.977957200974169,-10.560547862559574,0.5438816357117162,5275.429075443972,0.3781127491000553,True
1,5,1,1_5,0.85,1.8154661209265477e-05,69167,11511,0.1664232943455694,3.2136294212178664,3.2136294212178664,118096.75753727678,10.25946985815974,0.16410390061680133,113611.69074594704,9.869836742763187,-10.464836417639914,0.5533324683184639,4485.066791329737,0.3896331153965543,True
1,5,1,1_5,0.9,2.14555087018592e-05,69167,8134,0.11759943325574335,3.1914093870062312,3.1914093870062312,81972.39157373266,10.077746689664698,0.15515121711335136,78627.80293152321,9.666560478426753,-10.293201797118854,0.5762877346638248,3344.588642209448,0.4111862112379454,True
1,5,1,1_5,0.95,2.970762743334351e-05,69167,3831,0.055387684878627094,2.935320221562434,2.935320221562434,36653.740611336354,9.567669175498917,0.09997389715478987,35117.33729594098,9.16662419627799,-9.907396373529444,0.6433011347380224,1536.4033153953715,0.401044979220927,True
